company,status,analyst report,rating,industry,platform,Valuation / Cap,security type,momentum,amount raised,start date,close date,annual revenue,revenue multiple,investors,average daily raise,min investment,reg type,minority founders,Women Founders,lgbtq founders,social impact,state
Cabinet Health,Funded,Top Deal,3.52,Healthcare & Pharmaceuticals,Republic,"$75,000,000 ",SAFE,Closed,"$217,640 ",3/30/2022,8/15/2022,"$10,300,000 ",7.3x,495,"$1,577 ",$150 ,RegCF,Yes,-,-,Yes,District of Columbia
Avadain,Funded,No Report,4.01,Industrial Services,Netcapital,"$20,360,000 ",Equity - Common,Closed,"$1,373,444 ",3/30/2022,7/28/2022,-,-,-,"$11,445 ",$100 ,RegCF,-,Yes,-,-,Tennessee
Hawaiian Bros,Funded,Deal To Watch,2.49,"Food, Beverage, & Restaurants",Republic,"$450,000,000 ",Equity - Common,Closed,"$1,677,894 ",3/30/2022,4/25/2022,"$55,000,000 ",8.2x,"1,259","$64,534 ",$200 ,RegCF,-,-,-,-,Missouri
Knead Local,Funded,No Report,-,"Food, Beverage, & Restaurants",Honeycomb,-,Debt,Closed,"$26,325 ",3/30/2022,6/6/2022,"$51,731 ",-,34,$387 ,$100 ,RegCF,Yes,Yes,-,-,Texas
Savory Celebration,Funded,No Report,-,"Food, Beverage, & Restaurants",SMBX,-,Debt,Closed,"$82,560 ",3/30/2022,5/31/2022,"$140,700 ",-,-,"$1,332 ",$10 ,RegCF,-,-,-,-,Texas
WeHa Brewing & Roasting Company,Funded,No Report,-,"Food, Beverage, & Restaurants",MainVest,-,Revenue Share,Closed,"$17,200 ",3/30/2022,5/27/2022,"$94,100 ",-,57,$297 ,$100 ,RegCF,-,-,-,-,Connecticut
Corrective Skin Care,Funded,No Report,-,Beauty & Personal Care,Honeycomb,-,Debt,Closed,"$16,500 ",3/30/2022,5/17/2022,"$176,512 ",-,17,$344 ,$100 ,RegCF,-,Yes,-,-,Utah
"Wearwell, a Series of Jason’s Syndicate",Funded,No Report,-,Apparel & Fashion,The Syndicate,-,Equity - Common,-,-,3/30/2022,4/5/2022,-,-,-,-,"$4,000 ",RegD 506b,-,-,-,-,Pennsylvania
AccessVet,Funded,No Report,2.58,"Business Services, Software, & Applications",Wefunder,"$8,000,000 ",SAFE,Closed,"$73,750 ",3/29/2022,8/19/2022,"$10,000 ",800x,22,$516 ,$250 ,RegCF,-,-,-,-,Florida
Fisher Wallace Laboratories,Funded,Deal To Watch,3.91,Fitness & Wellness,StartEngine,"$80,048,889 ",Equity - Common,Closed,"$1,279,724 ",3/29/2022,5/27/2022,"$4,250,866 ",18.8x,702,"$21,690 ",$499 ,RegCF,-,-,-,-,Ohio
Diggs Boys Bourbon,Funded,No Report,1.62,"Alcohol, Tobacco, & Recreational Drugs",Seed At The Table,"$3,000,000 ",SAFE,Closed,"$94,930 ",3/29/2022,4/29/2022,-,-,87,"$3,062 ",$300 ,RegCF,Yes,-,-,-,Pennsylvania
The Cut Buddy,Funded,No Report,1.38,"Consumer Products, Goods & Services",Seed At The Table,"$7,500,000 ",SAFE,Closed,"$156,400 ",3/29/2022,4/15/2022,"$1,130,000 ",6.6x,150,"$9,200 ",$100 ,RegCF,Yes,-,-,Yes,North Carolina
Bison Venture Partners,Funded,No Report,-,"Consumer Products, Goods & Services",Wefunder,-,Revenue Share,Closed,"$52,185 ",3/29/2022,11/2/2022,-,-,164,$239 ,$100 ,RegCF,Yes,-,-,-,Delaware
PiggyBack Network,Funded,No Report,-,"Transportation, Automotive, Aviation, & Aerospace",Seed At The Table,Uncapped,SAFE,Closed,"$189,600 ",3/29/2022,6/17/2022,-,-,155,"$2,370 ",$250 ,RegCF,Yes,-,-,-,Illinois
Poetica Coffee,Funded,No Report,-,"Food, Beverage, & Restaurants",SMBX,-,Debt,Closed,"$227,530 ",3/29/2022,5/27/2022,"$1,702,481 ",-,-,"$3,856 ",$10 ,RegCF,-,-,-,-,New York
The Cactus Bar,Funded,No Report,-,"Food, Beverage, & Restaurants",Honeycomb,-,Debt,Closed,"$59,300 ",3/29/2022,5/17/2022,"$846,962 ",-,45,"$1,210 ",$100 ,RegCF,-,Yes,-,-,Idaho
Hibear,Funded,No Report,-,"Consumer Products, Goods & Services",SMBX,-,Debt,Closed,"$137,220 ",3/29/2022,4/29/2022,"$290,177 ",-,-,"$4,426 ",$10 ,RegCF,-,-,-,Yes,Nevada
System Seltzers,Funded,No Report,3.18,"Alcohol, Tobacco, & Recreational Drugs",Wefunder,"$7,500,000 ",SAFE,Closed,"$121,000 ",3/28/2022,11/2/2022,-,-,57,$553 ,$250 ,RegCF,-,-,-,-,Wisconsin
AnyFans,Funded,No Report,3.04,"Media, Entertainment & Publishing",Wefunder,"$3,000,000 ",SAFE,Closed,"$186,553 ",3/28/2022,9/30/2022,-,-,89,"$1,003 ",$100 ,RegCF,-,-,-,-,Arizona
TRILLION,Funded,No Report,4.16,"Energy, Power, & Natural Resources",StartEngine,"$46,801,601 ",Equity - Common,Closed,"$577,411 ",3/28/2022,9/14/2022,"$7,091 ",1000x+,379,"$3,397 ",$480 ,RegCF,Yes,-,-,Yes,Texas
InvisaCook,Funded,No Report,2.23,"Consumer Products, Goods & Services",StartEngine,"$30,000,003 ",Equity - Common,Closed,"$127,471 ",3/28/2022,7/29/2022,"$362,583 ",82.7x,83,"$1,036 ",$150 ,RegCF,-,-,-,-,Florida
Cadenzo,Funded,No Report,1.48,"Media, Entertainment & Publishing",Wefunder,"$4,500,000 ",SAFE,Closed,"$81,600 ",3/28/2022,7/16/2022,-,-,57,$742 ,$100 ,RegCF,Yes,-,-,-,Oklahoma
Novuson Surgical,Funded,No Report,3,Healthcare & Pharmaceuticals,StartEngine,"$24,817,635 ",Equity - Common,Closed,"$116,510 ",3/28/2022,6/29/2022,-,-,126,"$1,253 ",$500 ,RegCF,-,-,-,Yes,Washington
Flying Ship Technologies,Funded,No Report,1.96,"Transportation, Automotive, Aviation, & Aerospace",StartEngine,"$99,990,000 ",Equity - Common,Closed,"$177,162 ",3/28/2022,6/27/2022,-,-,194,"$1,947 ",$111 ,RegCF,-,-,-,Yes,Virginia
Brand3D,Funded,No Report,4.08,"Business Services, Software, & Applications",StartEngine,"$8,000,000 ",Equity - Common,Closed,"$110,531 ",3/28/2022,6/23/2022,"$213,853 ",37.4x,62,"$1,270 ",$150 ,RegCF,-,-,-,-,Florida
Artisanal & Hemstroughts,Funded,No Report,3.88,"Food, Beverage, & Restaurants",MainVest,"$12,000,000 ",Equity - Common,Closed,"$238,000 ",3/28/2022,6/17/2022,"$896,262 ",13.4x,118,"$2,938 ",$100 ,RegCF,-,-,-,-,New York
Lost Spirits Distillery,Funded,No Report,3.11,"Alcohol, Tobacco, & Recreational Drugs",Wefunder,"$48,039,487 ",Equity - Common,Closed,"$2,257,930 ",3/28/2022,4/30/2022,"$849,495 ",56.6x,"2,821","$68,422 ",$100 ,RegCF,-,Yes,-,-,California
Evren Technologies,Funded,No Report,2.95,Healthcare & Pharmaceuticals,StartEngine,"$15,085,871 ",Equity - Common,Closed,"$252,618 ",3/24/2022,8/29/2022,-,-,118,"$1,599 ",$399 ,RegCF,-,Yes,-,-,Florida
Loop by California Labs (previously Loop),Funded,No Report,1.38,"Consumer Products, Goods & Services",StartEngine,"$25,608,673 ",Equity - Common,Closed,"$38,991 ",3/24/2022,6/29/2022,"$225,588 ",113.5x,33,$402 ,$249 ,RegCF,-,-,-,-,California
Cyber Pop-up,Funded,Neutral,3.97,"Business Services, Software, & Applications",Wefunder,"$8,050,300 ",Equity - Preferred,Closed,"$200,000 ",3/24/2022,4/14/2022,"$105,120 ",76.6x,73,"$9,524 ","$1,000 ",RegCF,Yes,Yes,-,-,Illinois
Pepper’s Landing,Funded,No Report,-,"Food, Beverage, & Restaurants",Honeycomb,-,Debt,Closed,"$145,050 ",3/24/2022,5/10/2022,-,-,36,"$3,086 ",$100 ,RegCF,-,-,-,-,Maine
Rangoon,Funded,No Report,-,"Food, Beverage, & Restaurants",SMBX,-,Debt,Closed,"$62,680 ",3/24/2022,4/15/2022,"$1,433,643 ",-,-,"$2,849 ",$10 ,RegCF,Yes,Yes,-,-,New York
"Llama Life, a Series of Jason’s Syndicate",Funded,No Report,-,"Business Services, Software, & Applications",The Syndicate,-,Equity - Common,-,-,3/24/2022,4/7/2022,-,-,-,-,"$4,000 ",RegD 506b,-,-,-,-,Texas
Ashley Black Experience,Funded,Neutral,2.76,Healthcare & Pharmaceuticals,Wefunder,"$50,000,000 ",Convertible Note,Closed,"$2,814,290 ",3/23/2022,7/16/2022,"$15,369,802 ",3.3x,"3,965","$24,472 ",$100 ,RegCF,-,Yes,-,-,Texas
CIRQ+,Funded,No Report,3.41,Travel and Hospitality,StartEngine,"$32,101,160 ",Equity - Common,Closed,"$12,750 ",3/23/2022,6/29/2022,-,-,11,$130 ,$382 ,RegCF,-,Yes,-,-,Arizona
WhiteClouds,Funded,No Report,3.59,"Consumer Products, Goods & Services",Wefunder,"$24,000,000 ",SAFE,Closed,"$86,200 ",3/23/2022,4/30/2022,"$2,201,273 ",10.9x,87,"$2,268 ",$100 ,RegCF,-,-,-,-,Utah
Tazga,Funded,No Report,-,Apparel & Fashion,SMBX,-,Debt,Closed,"$200,700 ",3/23/2022,5/16/2022,"$2,814,563 ",-,-,"$3,717 ",$10 ,RegCF,Yes,Yes,-,-,California
Ebony & Ivory Brewing,Funded,No Report,-,"Alcohol, Tobacco, & Recreational Drugs",Honeycomb,-,Debt,Closed,"$71,100 ",3/23/2022,5/10/2022,-,-,56,"$1,481 ",$100 ,RegCF,Yes,-,-,-,Tennessee
Stride Tech Medical,Funded,No Report,2.04,Healthcare & Pharmaceuticals,StartEngine,"$8,017,712 ",Equity - Common,Closed,"$215,549 ",3/22/2022,11/17/2022,-,-,93,$898 ,$251 ,RegCF,Yes,Yes,-,Yes,Colorado
Highclere Castle Gin,Funded,No Report,2.08,"Alcohol, Tobacco, & Recreational Drugs",Wefunder,"$45,000,000 ",Equity - Common,Closed,"$768,354 ",3/22/2022,9/23/2022,"$895,860 ",50.2x,814,"$4,153 ",$150 ,RegCF,-,Yes,-,-,Connecticut
Noble Pies,Funded,No Report,-,"Food, Beverage, & Restaurants",Honeycomb,-,Debt,Closed,"$39,250 ",3/22/2022,5/10/2022,"$934,798 ",-,34,$801 ,$100 ,RegCF,-,-,-,-,New York
Learnie,Funded,No Report,3.38,"Education, Training, & Coaching",Wefunder,"$5,500,000 ",SAFE,Closed,"$270,799 ",3/21/2022,12/21/2022,-,-,40,$985 ,$100 ,RegCF,-,-,-,Yes,Utah
MySureFit,Funded,No Report,2.06,Apparel & Fashion,StartEngine,"$75,009,595 ",Equity - Common,Closed,"$114,235 ",3/21/2022,4/29/2022,"$57,257 ",1000x+,74,"$2,929 ",$253 ,RegCF,-,-,-,-,Wisconsin
Enter.Health,Funded,No Report,-,"Business Services, Software, & Applications",Angellist,-,Equity - Common,-,-,3/21/2022,3/24/2022,-,-,-,-,"$1,000 ",RegD 506b,-,-,-,-,California
Gobekli,Funded,No Report,1.93,"Business Services, Software, & Applications",Netcapital,"$5,150,000 ",Equity - Common,Closed,"$43,108 ",3/18/2022,9/14/2022,-,-,-,$239 ,$100 ,RegCF,-,-,-,-,Massachusetts
Virtual Athletics League,Funded,No Report,4.61,"Media, Entertainment & Publishing",StartEngine,"$9,994,286 ",Equity - Preferred,Closed,"$56,575 ",3/18/2022,8/31/2022,"$323,774 ",30.9x,92,$341 ,$120 ,RegCF,-,Yes,-,-,Utah
Sun50,Funded,No Report,2.51,Apparel & Fashion,StartEngine,"$5,008,538 ",Equity - Preferred,Closed,"$99,292 ",3/18/2022,7/26/2022,"$93,947 ",53.3x,45,$764 ,$249 ,RegCF,-,Yes,-,-,Minnesota
Cocktail Squad,Funded,No Report,4.05,"Alcohol, Tobacco, & Recreational Drugs",StartEngine,"$9,997,500 ",Equity - Common,Closed,"$32,547 ",3/18/2022,6/30/2022,"$296,432 ",33.7x,24,$313 ,$465 ,RegCF,-,Yes,-,-,Colorado
Legacy Concierge,Funded,No Report,3.73,"Business Services, Software, & Applications",StartEngine,"$6,500,000 ",Equity - Common,Closed,"$28,857 ",3/18/2022,6/15/2022,"$13,028 ",498.9x,18,$324 ,$250 ,RegCF,-,Yes,-,-,New Jersey
Soil Connect,Funded,No Report,3.12,Real Estate & Construction,SeedInvest,"$20,000,000 ",SAFE,Closed,"$300,280 ",3/18/2022,5/31/2022,"$476,000 ",42x,-,"$4,058 ","$1,000 ",RegCF,-,-,-,-,New York
Pit Liquor,Funded,Neutral,4.09,Beauty & Personal Care,Wefunder,"$7,501,478 ",Equity - Preferred,Closed,"$147,002 ",3/18/2022,5/31/2022,"$287,521 ",26.1x,158,"$1,987 ",$250 ,RegCF,-,Yes,-,-,Colorado
The Queen’s Head,Funded,No Report,-,"Media, Entertainment & Publishing",MainVest,-,Revenue Share,Closed,"$63,100 ",3/18/2022,5/29/2022,"$733,734 ",-,99,$876 ,$100 ,RegCF,Yes,-,Yes,Yes,Oregon
Swift Rails,Funded,No Report,3.17,"Transportation, Automotive, Aviation, & Aerospace",Wefunder,"$15,529,680 ",Equity - Preferred,Closed,"$299,394 ",3/17/2022,12/19/2022,-,-,161,"$1,081 ",$100 ,RegCF,-,-,-,Yes,New York
infiniRel,Funded,No Report,1.73,"Energy, Power, & Natural Resources",Wefunder,"$9,000,000 ",Convertible Note,Closed,"$178,490 ",3/17/2022,10/28/2022,-,-,66,$793 ,$100 ,RegCF,-,-,-,Yes,California
Karma Baker,Funded,No Report,3.55,"Food, Beverage, & Restaurants",StartEngine,"$6,000,000 ",Equity - Common,Closed,"$55,636 ",3/17/2022,7/29/2022,"$900,886 ",6.7x,58,$415 ,$500 ,RegCF,-,Yes,-,-,California
VGFIT,Funded,No Report,2.29,"Business Services, Software, & Applications",StartEngine,"$24,000,000 ",Equity - Common,Closed,"$16,818 ",3/16/2022,4/28/2022,"$1,070,695 ",22.4x,4,$391 ,$250 ,RegCF,Yes,-,-,-,New York
Taylor Hoffman,Funded,No Report,-,Financial & Insurance Products & Services,Wefunder,"$25,343,750 ",Equity - Preferred,Closed,"$497,300 ",3/16/2022,7/30/2022,"$1,347,153 ",18.8x,50,"$3,657 ",$250 ,RegCF,-,-,-,-,Virginia
The EVERY Company,Funded,No Report,-,"Food, Beverage, & Restaurants",OurCrowd,"$450,000,000 ",Equity - Preferred,-,-,3/16/2022,6/7/2022,-,-,-,-,"$10,000 ",RegD 506c,-,-,-,-,California
SciTech Development,Funded,No Report,3.59,Healthcare & Pharmaceuticals,StartEngine,"$63,928,290 ",Equity - Common,Closed,"$137,288 ",3/15/2022,7/29/2022,-,-,101,"$1,009 ",$275 ,RegCF,-,-,-,Yes,Michigan
OYO Fitness,Funded,No Report,2.1,Fitness & Wellness,StartEngine,"$16,556,988 ",Equity - Common,Closed,"$357,480 ",3/15/2022,7/19/2022,"$4,344,154 ",3.8x,317,"$2,837 ",$250 ,RegCF,-,-,-,-,Kansas
Wealth Stack,Funded,No Report,1.53,Financial & Insurance Products & Services,StartEngine,"$11,998,800 ",Equity - Common,Closed,"$16,836 ",3/15/2022,6/13/2022,$214 ,1000x+,29,$187 ,$264 ,RegCF,Yes,-,-,-,Texas
"Blayze, a Series of Jason's Syndicate",Funded,No Report,-,"Education, Training, & Coaching",The Syndicate,-,Equity - Common,-,-,3/15/2022,3/16/2022,-,-,-,-,"$4,000 ",RegD 506b,-,-,-,-,California
"Fathom, a Series of Jason’s Syndicate",Funded,No Report,-,"Transportation, Automotive, Aviation, & Aerospace",The Syndicate,-,Equity - Common,-,-,3/15/2022,3/16/2022,-,-,-,-,"$4,000 ",RegD 506b,-,-,-,-,Florida
Speranza Therapeutics,Funded,No Report,3.23,Healthcare & Pharmaceuticals,StartEngine,"$7,666,882 ",Equity - Common,Closed,"$6,624 ",3/14/2022,8/1/2022,-,-,11,$47 ,$599 ,RegCF,-,-,-,Yes,Florida
Green Ninja,Funded,No Report,2.38,"Education, Training, & Coaching",StartEngine,"$9,460,000 ",Equity - Common,Closed,"$557,773 ",3/14/2022,5/27/2022,"$1,109,169 ",8.5x,80,"$7,537 ",$516 ,RegCF,-,-,-,-,California
Envel,Funded,No Report,2.83,Financial & Insurance Products & Services,Wefunder,"$40,289,975 ",Equity - Preferred,Closed,"$217,417 ",3/14/2022,3/23/2022,$113 ,1000x+,197,"$24,157 ",$100 ,RegCF,-,Yes,-,-,Massachusetts
Sotero,Funded,No Report,-,"Security, Cybersecurity, & Defense",OurCrowd,"$20,000,000 ",Equity - Common,-,-,3/14/2022,10/10/2022,-,-,-,-,"$10,000 ",RegD 506c,Yes,Yes,-,-,Massachusetts
Granite Coast Brewing Company,Funded,No Report,-,"Alcohol, Tobacco, & Recreational Drugs",MainVest,-,Revenue Share,Closed,"$67,500 ",3/14/2022,5/6/2022,"$174,865 ",-,118,"$1,274 ",$100 ,RegCF,-,-,-,-,Massachusetts
Block Forms,Funded,No Report,3.27,"Business Services, Software, & Applications",Microventures,"$2,000,000 ",Convertible Note,Closed,"$151,370 ",3/11/2022,8/15/2022,"$12,000 ",166.7x,160,$964 ,$100 ,RegCF,Yes,Yes,-,-,California
HitCheck,Funded,Neutral,4.09,Healthcare & Pharmaceuticals,StartEngine,"$12,252,466 ",Equity - Common,Closed,"$77,478 ",3/11/2022,6/29/2022,"$19,682 ",622.5x,99,$704 ,$249 ,RegCF,-,-,-,Yes,California
American Gothic Pizza,Funded,No Report,-,"Food, Beverage, & Restaurants",Honeycomb,-,Debt,Closed,"$25,000 ",3/11/2022,4/25/2022,"$8,709 ",-,12,$556 ,$100 ,RegCF,-,Yes,-,-,Texas
Quantbase,Funded,No Report,1.95,Financial & Insurance Products & Services,Wefunder,"$8,000,000 ",SAFE,Closed,"$62,437 ",3/10/2022,6/16/2022,-,-,106,$637 ,$100 ,RegCF,Yes,-,-,-,Virginia
Tubby’s Taste,Funded,No Report,-,"Food, Beverage, & Restaurants",Honeycomb,-,Debt,Closed,"$55,925 ",3/10/2022,5/10/2022,"$52,492 ",-,74,$917 ,$100 ,RegCF,Yes,Yes,-,-,Illinois
Cion Digital,Funded,No Report,-,Financial & Insurance Products & Services,Angellist,-,Equity - Common,-,-,3/10/2022,3/11/2022,-,-,-,-,"$1,000 ",RegD 506b,-,-,-,-,Texas
Puraclenz,Funded,No Report,4.81,Healthcare & Pharmaceuticals,StartEngine,"$29,698,767 ",Equity - Common,Closed,"$137,116 ",3/9/2022,6/7/2022,"$595,844 ",49.8x,75,"$1,524 ",$248 ,RegCF,-,-,-,-,Connecticut
Xairos,Funded,Neutral,4.71,"Transportation, Automotive, Aviation, & Aerospace",Spaced Ventures,"$10,000,000 ",Convertible Note,Closed,"$413,516 ",3/9/2022,5/31/2022,-,-,579,"$4,982 ",$250 ,RegCF,-,-,-,-,Colorado
FilmHedge,Funded,No Report,1.21,Financial & Insurance Products & Services,Microventures,"$25,000,000 ",Convertible Note,Closed,"$29,250 ",3/9/2022,4/25/2022,-,-,33,$622 ,$100 ,RegCF,Yes,Yes,-,-,Georgia
BlocPower Energy Services,Funded,No Report,-,"Energy, Power, & Natural Resources",Raise Green,-,Debt,Closed,"$704,000 ",3/9/2022,4/30/2022,"$3,393 ",-,-,"$13,538 ",$100 ,RegCF,Yes,-,-,-,New York
"Freedrum-2, a Series of Jason's Syndicate",Funded,No Report,-,"Media, Entertainment & Publishing",The Syndicate,-,Equity - Common,-,-,3/9/2022,3/9/2022,-,-,-,-,$500 ,RegD 506b,-,-,-,-,Utah
Steiner’s Coffee Cake of New York,Funded,No Report,4.74,"Food, Beverage, & Restaurants",StartEngine,"$4,000,000 ",Equity - Common,Closed,"$86,703 ",3/8/2022,9/28/2022,"$96,042 ",41.6x,52,$425 ,$250 ,RegCF,-,Yes,-,-,New York
Magnuss,Funded,No Report,3.48,"Transportation, Automotive, Aviation, & Aerospace",StartEngine,"$27,116,460 ",Equity - Common,Closed,"$180,985 ",3/8/2022,7/31/2022,-,-,126,"$1,248 ",$240 ,RegCF,-,-,-,Yes,Connecticut
Uptip,Funded,No Report,2.01,Financial & Insurance Products & Services,Wefunder,"$9,000,000 ",Convertible Note,Closed,"$69,508 ",3/8/2022,5/7/2022,"$1,674 ",1000x+,32,"$1,158 ",$100 ,RegCF,-,-,-,-,Nevada
Light Art VR,Funded,Deal To Watch,4.95,"Media, Entertainment & Publishing",Wefunder,"$25,000,000 ",SAFE,Closed,"$723,255 ",3/7/2022,1/31/2023,"$1,947,694 ",12.8x,87,"$2,192 ",$100 ,RegCF,-,Yes,-,-,Illinois
Area 13 EBikes,Funded,No Report,3.13,"Transportation, Automotive, Aviation, & Aerospace",StartEngine,"$25,000,000 ",Equity - Common,Closed,"$226,909 ",3/7/2022,4/30/2022,"$4,207,185 ",5.9x,217,"$4,202 ",$250 ,RegCF,-,-,-,-,California
Dharma Southern Kitchen,Funded,No Report,2.5,"Food, Beverage, & Restaurants",StartEngine,"$15,200,000 ",Equity - Common,Closed,"$113,103 ",3/7/2022,4/30/2022,"$2,570,005 ",5.9x,139,"$2,095 ",$190 ,RegCF,-,-,-,Yes,Florida
Wave Soda Company,Funded,No Report,4.62,"Food, Beverage, & Restaurants",StartEngine,"$18,000,000 ",Equity - Preferred,Closed,"$76,162 ",3/7/2022,4/29/2022,"$1,170,195 ",15.4x,59,"$1,437 ",$252 ,RegCF,-,-,-,Yes,California
Dirt Burger,Funded,No Report,-,"Food, Beverage, & Restaurants",MainVest,-,Revenue Share,Closed,"$41,200 ",3/7/2022,6/27/2022,"$663,120 ",-,71,$368 ,$100 ,RegCF,-,-,-,-,Iowa
NPCx,Funded,Neutral,5,"Media, Entertainment & Publishing",Republic,"$7,000,000 ",SAFE,Closed,"$546,358 ",3/4/2022,11/29/2022,"$219,200 ",31.9x,874,"$2,024 ",$150 ,RegCF,-,-,-,-,Florida
Platform,Funded,No Report,1.45,Real Estate & Construction,Small Change,"$25,000,000 ",Equity - Preferred,Closed,"$199,750 ",3/4/2022,6/12/2022,"$208,892 ",119.7x,57,"$1,998 ","$1,000 ",RegCF,Yes,-,-,-,District of Columbia
H2 Energy Group,Funded,No Report,1.19,"Energy, Power, & Natural Resources",Castle Placement,"$25,000,000 ",Equity - Common,Closed,"$183,355 ",3/4/2022,4/29/2022,-,-,19,"$3,274 ",$247 ,RegCF,-,-,-,Yes,Tennessee
Rule G Brewing,Funded,No Report,-,"Food, Beverage, & Restaurants",MainVest,-,Revenue Share,Closed,"$14,900 ",3/4/2022,5/6/2022,-,-,43,$237 ,$100 ,RegCF,-,-,-,-,Florida
COR,Funded,No Report,2.25,"Consumer Products, Goods & Services",Wefunder,"$60,000,000 ",SAFE,Closed,"$693,940 ",3/3/2022,5/29/2022,"$65,170 ",920.7x,105,"$7,976 ",$100 ,RegCF,-,-,-,-,California
Epoch Financial Group,Funded,No Report,1.81,Financial & Insurance Products & Services,Republic,"$18,000,000 ",SAFE,Closed,"$114,531 ",3/3/2022,4/22/2022,"$4,493,037 ",4x,213,"$2,291 ",$100 ,RegCF,-,-,-,-,Pennsylvania
Altwork,Funded,No Report,4.63,"Consumer Products, Goods & Services",Republic,"$25,000,000 ",SAFE,Closed,"$224,648 ",3/2/2022,10/1/2022,"$2,934,527 ",8.5x,297,"$1,055 ",$100 ,RegCF,-,-,-,-,California
MindWise,Funded,No Report,1.68,"Business Services, Software, & Applications",Microventures,"$10,000,000 ",Convertible Note,Closed,"$44,704 ",3/2/2022,9/26/2022,-,-,165,$215 ,$100 ,RegCF,-,-,-,-,California
HEVO,Funded,Deal To Watch,3.61,"Energy, Power, & Natural Resources",Republic,"$50,000,000 ",SAFE,Closed,"$1,937,219 ",3/2/2022,8/17/2022,-,-,"2,523","$11,531 ",$250 ,RegCF,-,-,-,Yes,New York
xCraft,Funded,No Report,4.3,"Transportation, Automotive, Aviation, & Aerospace",StartEngine,"$48,874,963 ",Equity - Common,Closed,"$148,195 ",3/2/2022,8/1/2022,"$75,302 ",649.1x,111,$975 ,$499 ,RegCF,-,-,-,-,Idaho
NearStar Fusion,Funded,No Report,2.73,"Energy, Power, & Natural Resources",StartEngine,"$11,000,000 ",Equity - Common,Closed,"$135,647 ",3/2/2022,6/17/2022,-,-,163,"$1,268 ",$300 ,RegCF,-,-,-,Yes,Virginia
Sonatafy Technology,Funded,No Report,2.34,"Business Services, Software, & Applications",Wefunder,"$30,000,000 ",Equity - Common,Closed,"$113,250 ",3/2/2022,6/11/2022,"$3,600,000 ",8.3x,40,"$1,121 ",$150 ,RegCF,-,-,-,-,Nevada
Rixon Technology,Funded,No Report,-,"Business Services, Software, & Applications",SMBX,-,Debt,Closed,"$112,530 ",3/2/2022,5/2/2022,"$176,609 ",-,-,"$1,845 ",$100 ,RegCF,-,-,-,-,Arizona
Akttyva Therapeutics,Funded,No Report,-,Healthcare & Pharmaceuticals,Fundify,"$10,000,000 ",SAFE,Closed,"$27,750 ",3/2/2022,3/12/2022,-,-,14,"$2,775 ",$100 ,TTW,-,-,-,-,Massachusetts
EPR-Technologies,Funded,No Report,1.45,Healthcare & Pharmaceuticals,StartEngine,"$65,000,000 ",Equity - Preferred,Closed,"$71,256 ",3/1/2022,6/29/2022,-,-,104,$594 ,$200 ,RegCF,Yes,-,-,-,Maryland
NEXTEL Mobile,Funded,No Report,2.17,"Consumer Products, Goods & Services",StartEngine,"$25,000,000 ",Equity - Common,Closed,"$29,911 ",3/1/2022,4/30/2022,"$1,590,540 ",15.7x,31,$499 ,$300 ,RegCF,-,-,-,-,Florida
FaveKitchens,Funded,No Report,4.58,"Food, Beverage, & Restaurants",StartEngine,"$17,988,100 ",Equity - Common,Closed,"$47,236 ",3/1/2022,4/30/2022,"$278,543 ",64.6x,15,$787 ,$499 ,RegCF,Yes,-,-,-,Washington
Revero,Funded,Underweight,2.42,Healthcare & Pharmaceuticals,Republic,"$30,000,000 ",SAFE,Closed,"$3,000,000 ",3/1/2022,4/28/2022,"$348,478 ",86.1x,"3,055","$51,724 ",$150 ,RegCF,Yes,Yes,-,-,California
Franklin Brewing,Funded,No Report,-,"Alcohol, Tobacco, & Recreational Drugs",Honeycomb,-,Debt,Closed,"$50,650 ",3/1/2022,4/18/2022,"$14,343 ",-,52,"$1,055 ",$100 ,RegCF,-,-,-,-,Ohio
Sienna Sauce,Funded,No Report,3.4,"Food, Beverage, & Restaurants",Republic,"$7,500,000 ",SAFE,Closed,"$96,036 ",2/28/2022,11/11/2022,"$127,282 ",58.9x,325,$375 ,$100 ,RegCF,Yes,Yes,-,-,Texas
Ramper Innovations,Funded,No Report,2.42,"Transportation, Automotive, Aviation, & Aerospace",Wefunder,"$3,500,000 ",Convertible Note,Closed,"$274,562 ",2/28/2022,8/31/2022,-,-,121,"$1,492 ",$250 ,RegCF,-,-,-,-,Alaska
Bizfluence,Funded,No Report,2.99,"Business Services, Software, & Applications",StartEngine,"$13,703,036 ",Equity - Preferred,Closed,"$83,854 ",2/28/2022,4/30/2022,-,-,54,"$1,375 ",$300 ,RegCF,-,-,-,-,Texas
Throne Biotechnologies,Funded,Neutral,2.22,Healthcare & Pharmaceuticals,StartEngine,"$119,922,000 ",Equity - Common,Closed,"$199,468 ",2/28/2022,4/30/2022,-,-,102,"$3,270 ",$349 ,RegCF,Yes,-,-,Yes,New Jersey
CLICK,Funded,Neutral,4.69,"Alcohol, Tobacco, & Recreational Drugs",SeedInvest,"$20,000,000 ",Equity - Preferred,Closed,"$209,755 ",2/28/2022,4/30/2022,"$274,918 ",72.7x,-,"$3,439 ","$1,000 ",RegCF,-,-,-,-,California
